0.5882, 0.7778, 1
0.3333, 0.625, 1
0.5455, 0.8, 1
0.4615, 0.5, 0
0.6667, 0.2, 1
0.3571, 0.7273, 1
0.6364, 0.7, 1
0.5, 0.375, 1
0.3571, 0.2727, 0
0.6923, 0.8, 1
